id,brand,model,vehicle_type,energy_type,price_min,price_max,cltc_range,battery_kwh,fast_charge_minutes,seats,drive_type,adas_level,smart_cockpit,wheelbase,trunk_volume,safety_score,monthly_sales,suitable_scenarios,highlights,weaknesses,source_type,source_url,data_quality_score,estimated_fields,raw_model_year
17,Audi,Q4 e-tron 40,轿车,纯电,384000,515000,341,48.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,483,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航341km，电池48.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
18,Audi,Q4 e-tron 50,轿车,纯电,444000,595000,520,73.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,482,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航520km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
19,Audi,Q4 e-tron quattro,轿车,纯电,453000,608000,488,73.0,32,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,481,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航488km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
20,Audi,Q4 e-tron 40,轿车,纯电,384000,515000,349,48.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,480,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航349km，电池48.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
21,Audi,Q4 e-tron 50,轿车,纯电,445000,597000,534,73.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,479,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航534km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
22,Audi,Q4 e-tron quattro,轿车,纯电,455000,610000,502,73.0,32,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,478,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航502km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
23,Audi,Q4 e-tron 40,轿车,纯电,389000,522000,341,48.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,477,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航341km，电池48.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
24,Audi,Q4 e-tron 50,轿车,纯电,449000,602000,520,73.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,476,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航520km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
25,Audi,Q4 e-tron quattro,轿车,纯电,459000,615000,488,73.0,32,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,475,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航488km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
26,Audi,Q4 e-tron 40,轿车,纯电,389000,522000,349,48.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,474,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航349km，电池48.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
27,Audi,Q4 e-tron 50,轿车,纯电,451000,604000,534,73.0,32,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,473,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航534km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
28,Audi,Q4 e-tron quattro,轿车,纯电,460000,617000,502,73.0,32,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,472,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航502km，电池73.0kWh，快充125kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
29,Audi,Q6 e-tron quattro,轿车,纯电,513000,688000,625,94.9,18,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,471,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航625km，电池94.9kWh，快充270kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
30,Audi,Q6 e-tron quattro,轿车,纯电,514000,690000,640,94.9,18,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,470,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航640km，电池94.9kWh，快充270kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
31,Audi,Q6 e-tron quattro,轿车,纯电,518000,695000,625,94.9,18,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,469,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航625km，电池94.9kWh，快充270kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
32,Audi,Q6 e-tron quattro,轿车,纯电,520000,697000,640,94.9,18,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,468,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航640km，电池94.9kWh，快充270kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
33,Audi,Q6 e-tron SQ6,轿车,纯电,533000,714000,598,94.9,18,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,467,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航598km，电池94.9kWh，快充270kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
34,Audi,Q8 e-tron 50,轿车,纯电,474000,636000,491,89.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.6,466,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航491km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
35,Audi,Q8 e-tron 55,轿车,纯电,513000,688000,582,100.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,3030,470,4.7,465,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
36,Audi,Q8 e-tron quattro,轿车,纯电,513000,688000,582,100.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,3030,470,4.7,464,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
37,Audi,Q8 e-tron 50,轿车,纯电,476000,638000,505,89.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.6,463,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航505km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
38,Audi,Q8 e-tron 55,轿车,纯电,515000,691000,600,100.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,3030,470,4.7,462,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
39,Audi,Q8 e-tron quattro,轿车,纯电,515000,691000,600,100.0,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,3030,470,4.7,461,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
40,Audi,Q8 e-tron 50,轿车,纯电,480000,643000,491,89.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,460,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航491km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
41,Audi,Q8 e-tron 55,轿车,纯电,519000,696000,582,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,459,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
42,Audi,Q8 e-tron quattro,轿车,纯电,519000,696000,582,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,458,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
43,Audi,Q8 e-tron 50,轿车,纯电,481000,645000,505,89.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,457,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航505km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
44,Audi,Q8 e-tron 55,轿车,纯电,520000,698000,600,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,456,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
45,Audi,Q8 e-tron quattro,轿车,纯电,520000,698000,600,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,455,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
46,Audi,Q8 e-tron 50,轿车,纯电,485000,650000,491,89.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,454,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航491km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
47,Audi,Q8 e-tron 55,轿车,纯电,524000,703000,582,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,453,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
48,Audi,Q8 e-tron quattro,轿车,纯电,524000,703000,582,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,452,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航582km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
49,Audi,Q8 e-tron 50,轿车,纯电,486000,652000,505,89.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,451,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航505km，电池89.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
50,Audi,Q8 e-tron 55,轿车,纯电,526000,705000,600,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,450,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
51,Audi,Q8 e-tron quattro,轿车,纯电,526000,705000,600,100.0,25,5,awd,L2+,公开规格未覆盖，按品牌与年份估算,3030,470,4.8,449,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2025年，WLTP续航600km，电池100.0kWh，快充150kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.audi.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2025
52,BMW,i4 eDrive40,轿车,纯电,477000,640000,590,81.3,25,5,rwd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.6,448,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航590km，电池81.3kWh，快充207kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
53,BMW,i4 eDrive35,轿车,纯电,435000,584000,483,66.0,25,5,rwd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.6,447,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航483km，电池66.0kWh，快充180kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
54,BMW,i4 eDrive40,轿车,纯电,477000,640000,590,81.3,25,5,rwd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.6,446,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航590km，电池81.3kWh，快充207kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
55,BMW,i4 M50,轿车,纯电,496000,666000,510,81.3,25,5,awd,L2,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,445,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2023年，WLTP续航510km，电池81.3kWh，快充207kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2023
56,BMW,i4 eDrive40,轿车,纯电,482000,647000,590,81.3,25,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,444,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航590km，电池81.3kWh，快充207kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
57,BMW,i4 eDrive35,轿车,纯电,442000,593000,483,67.1,25,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,443,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航483km，电池67.1kWh，快充180kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
58,BMW,i4 eDrive40,轿车,纯电,482000,647000,590,81.3,25,5,rwd,L2+,公开规格未覆盖，按品牌与年份估算,2940,470,4.7,442,真实公开数据候选;海外新能源车型;续航补能评估,真实规格：2024年，WLTP续航590km，电池81.3kWh，快充207kW,价格、座椅、车身和智能化字段为规则补齐，正式商用前需接入更权威价格源核验,real_world_enriched,https://www.bmw.com,100.0,price_min|price_max|seats|wheelbase|trunk_volume|safety_score|adas_level,2024
