brand,model,model_year,trim,vehicle_type_raw,vehicle_type,energy_type,markets,drivetrain,system_power_kw,battery_kwh,range_km,range_cycle,ac_charge_kw,dc_charge_kw,fast_charge_minutes_estimated,source_url,raw_path
Audi,Q4 e-tron,2024,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,150,73.0,534,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2024/q4_e_tron_sportback_50.json
Audi,Q4 e-tron,2024,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,220,73.0,502,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2024/q4_e_tron_sportback_quattro.json
Audi,Q4 e-tron,2025,40,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,125,48.0,341,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron.json
Audi,Q4 e-tron,2025,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,150,73.0,520,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron_50.json
Audi,Q4 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,220,73.0,488,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron_quattro.json
Audi,Q4 e-tron,2025,40,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,125,48.0,349,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron_sportback.json
Audi,Q4 e-tron,2025,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,150,73.0,534,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron_sportback_50.json
Audi,Q4 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,220,73.0,502,wltp,11.0,125,32,https://www.audi.com,open-ev-data-dataset-main/src/audi/q4_e_tron/2025/q4_e_tron_sportback_quattro.json
Audi,Q6 e-tron,2024,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,285,94.9,625,wltp,11.0,270,18,https://www.audi.com,open-ev-data-dataset-main/src/audi/q6_e_tron/2024/q6_e_tron.json
Audi,Q6 e-tron,2024,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,285,94.9,640,wltp,11.0,270,18,https://www.audi.com,open-ev-data-dataset-main/src/audi/q6_e_tron/2024/q6_e_tron_sportback.json
Audi,Q6 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,285,94.9,625,wltp,11.0,270,18,https://www.audi.com,open-ev-data-dataset-main/src/audi/q6_e_tron/2025/q6_e_tron.json
Audi,Q6 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,285,94.9,640,wltp,11.0,270,18,https://www.audi.com,open-ev-data-dataset-main/src/audi/q6_e_tron/2025/q6_e_tron_sportback.json
Audi,Q6 e-tron,2025,SQ6,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,380,94.9,598,wltp,11.0,270,18,https://www.audi.com,open-ev-data-dataset-main/src/audi/q6_e_tron/2025/q6_e_tron_sq6.json
Audi,Q8 e-tron,2023,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,491,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron.json
Audi,Q8 e-tron,2023,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron_55.json
Audi,Q8 e-tron,2023,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron_quattro.json
Audi,Q8 e-tron,2023,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,505,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron_sportback.json
Audi,Q8 e-tron,2023,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron_sportback_55.json
Audi,Q8 e-tron,2023,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2023/q8_e_tron_sportback_quattro.json
Audi,Q8 e-tron,2024,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,491,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron.json
Audi,Q8 e-tron,2024,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron_55.json
Audi,Q8 e-tron,2024,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron_quattro.json
Audi,Q8 e-tron,2024,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,505,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron_sportback.json
Audi,Q8 e-tron,2024,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron_sportback_55.json
Audi,Q8 e-tron,2024,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2024/q8_e_tron_sportback_quattro.json
Audi,Q8 e-tron,2025,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,491,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron.json
Audi,Q8 e-tron,2025,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron_55.json
Audi,Q8 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,582,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron_quattro.json
Audi,Q8 e-tron,2025,50,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,230,89.0,505,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron_sportback.json
Audi,Q8 e-tron,2025,55,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron_sportback_55.json
Audi,Q8 e-tron,2025,quattro,,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,300,100.0,600,wltp,11.0,150,25,https://www.audi.com,open-ev-data-dataset-main/src/audi/q8_e_tron/2025/q8_e_tron_sportback_quattro.json
BMW,i4,2023,eDrive40,passenger_car,轿车,纯电,US|DE,rwd,250,81.3,590,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2023/i4.json
BMW,i4,2023,eDrive35,passenger_car,轿车,纯电,,rwd,210,66.0,483,wltp,11.0,180,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2023/i4_edrive35.json
BMW,i4,2023,eDrive40,passenger_car,轿车,纯电,,rwd,250,81.3,590,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2023/i4_edrive40.json
BMW,i4,2023,M50,passenger_car,轿车,纯电,,awd,400,81.3,510,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2023/i4_m50.json
BMW,i4,2024,eDrive40,passenger_car,轿车,纯电,US|DE|GB|FR,rwd,250,81.3,590,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2024/i4.json
BMW,i4,2024,eDrive35,passenger_car,轿车,纯电,,rwd,210,67.1,483,wltp,11.0,180,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2024/i4_edrive35.json
BMW,i4,2024,eDrive40,passenger_car,轿车,纯电,,rwd,250,81.3,590,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2024/i4_edrive40.json
BMW,i4,2024,M50,passenger_car,轿车,纯电,,awd,400,81.3,516,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2024/i4_m50.json
BMW,i4,2024,xDrive40,passenger_car,轿车,纯电,,awd,295,81.3,549,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2024/i4_xdrive40.json
BMW,i4,2025,eDrive40,passenger_car,轿车,纯电,US|DE|GB|FR|PT,rwd,250,81.3,598,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2025/i4.json
BMW,i4,2025,eDrive35,passenger_car,轿车,纯电,US|DE,rwd,210,67.1,492,wltp,11.0,180,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2025/i4_edrive35.json
BMW,i4,2025,eDrive40,passenger_car,轿车,纯电,,rwd,250,81.3,598,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2025/i4_edrive40.json
BMW,i4,2025,M50,passenger_car,轿车,纯电,,awd,400,81.3,521,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2025/i4_m50.json
BMW,i4,2025,xDrive40,passenger_car,轿车,纯电,,awd,295,81.3,557,wltp,11.0,207,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i4/2025/i4_xdrive40.json
BMW,i5,2024,eDrive40,passenger_car,轿车,纯电,US|DE,rwd,250,81.2,582,wltp,11.0,205,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i5/2024/i5.json
BMW,i5,2024,M60,passenger_car,轿车,纯电,,awd,442,81.2,512,wltp,11.0,205,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i5/2024/i5_m60.json
BMW,i5,2025,eDrive40,passenger_car,轿车,纯电,US|DE|GB|FR,rwd,250,81.2,582,wltp,11.0,205,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i5/2025/i5.json
BMW,i5,2025,M60,passenger_car,轿车,纯电,,awd,442,81.2,512,wltp,11.0,205,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i5/2025/i5_m60.json
BMW,i7,2023,xDrive60,passenger_car,轿车,纯电,US|DE,awd,400,101.7,625,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2023/i7.json
BMW,i7,2023,M70,passenger_car,轿车,纯电,,awd,485,101.7,560,wltp,22.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2023/i7_m70.json
BMW,i7,2024,xDrive60,passenger_car,轿车,纯电,US|DE|GB|FR|CN,awd,400,101.7,625,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2024/i7.json
BMW,i7,2024,M70,passenger_car,轿车,纯电,,awd,485,101.7,560,wltp,22.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2024/i7_m70.json
BMW,i7,2025,xDrive60,passenger_car,轿车,纯电,US|DE|GB|FR|CN,awd,400,101.7,625,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2025/i7.json
BMW,i7,2025,M70,passenger_car,轿车,纯电,,awd,485,101.7,560,wltp,22.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/i7/2025/i7_m70.json
BMW,iX,2023,xDrive50,suv,SUV,纯电,US|DE|GB|FR,awd,385,105.2,630,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2023/ix.json
BMW,iX,2023,M60,suv,SUV,纯电,,awd,455,105.2,561,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2023/ix_m60.json
BMW,iX,2023,xDrive40,suv,SUV,纯电,US|DE|GB,awd,240,71.0,425,wltp,11.0,150,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2023/ix_xdrive40.json
BMW,iX,2023,xDrive50,suv,SUV,纯电,,awd,385,105.2,630,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2023/ix_xdrive50.json
BMW,iX,2024,xDrive50,suv,SUV,纯电,US|DE|GB|FR|PT|IT|CN|JP|BR,awd,385,105.2,629,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2024/ix.json
BMW,iX,2024,M60,suv,SUV,纯电,US|DE|GB|FR,awd,455,105.2,563,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2024/ix_m60.json
BMW,iX,2024,xDrive40,suv,SUV,纯电,US|DE|GB|FR,awd,240,71.0,425,wltp,11.0,150,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2024/ix_xdrive40.json
BMW,iX,2024,xDrive50,suv,SUV,纯电,US|DE|GB|FR|PT|IT|CN,awd,385,105.2,629,wltp,11.0,195,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix/2024/ix_xdrive50.json
BMW,iX,2025,xDrive50,suv,SUV,纯电,US|DE|GB|FR|PT|IT|CN|JP|BR,awd,385,105.2,630,wltp,11.0,195,25,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html,open-ev-data-dataset-main/src/bmw/ix/2025/ix.json
BMW,iX,2025,M60,suv,SUV,纯电,US|DE|GB|FR|PT|IT|CN|JP,awd,455,105.2,561,wltp,11.0,195,25,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html,open-ev-data-dataset-main/src/bmw/ix/2025/ix_m60.json
BMW,iX,2025,xDrive50,suv,SUV,纯电,US|DE|GB|FR|PT|IT|CN|JP,awd,385,105.2,630,wltp,11.0,195,25,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html,open-ev-data-dataset-main/src/bmw/ix/2025/ix_xdrive50.json
BMW,iX1,2023,xDrive30,suv,SUV,纯电,DE|GB,awd,230,64.7,438,wltp,11.0,130,32,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix1/2023/ix1.json
BMW,iX1,2024,xDrive30,suv,SUV,纯电,US|DE|GB,awd,230,64.7,438,wltp,11.0,130,32,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix1/2024/ix1.json
BMW,iX1,2025,xDrive30,suv,SUV,纯电,US|DE|GB|FR|CN,awd,230,64.7,438,wltp,11.0,130,32,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix1/2025/ix1.json
BMW,iX2,2024,xDrive30,suv,SUV,纯电,DE|GB,awd,230,64.7,449,wltp,11.0,130,32,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix2/2024/ix2.json
BMW,iX2,2025,xDrive30,suv,SUV,纯电,DE|GB|FR,awd,230,64.7,449,wltp,11.0,130,32,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix2/2025/ix2.json
BMW,iX3,2023,iX3,suv,SUV,纯电,DE|GB|CN,rwd,210,74.0,461,wltp,11.0,155,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix3/2023/ix3.json
BMW,iX3,2024,iX3,suv,SUV,纯电,DE|GB|CN,rwd,210,74.0,461,wltp,11.0,155,25,https://www.bmw.com,open-ev-data-dataset-main/src/bmw/ix3/2024/ix3.json
Hyundai,IONIQ 5,2023,Base,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,507,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2023/ioniq_5.json
Hyundai,IONIQ 5,2023,AWD,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,480,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2023/ioniq_5_awd.json
Hyundai,IONIQ 5,2024,Base,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,507,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2024/ioniq_5.json
Hyundai,IONIQ 5,2024,AWD,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,480,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2024/ioniq_5_awd.json
Hyundai,IONIQ 5,2024,N,suv,SUV,纯电,US|DE|GB|FR|PT|IT|JP,awd,448,78.0,350,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2024/ioniq_5_n.json
Hyundai,IONIQ 5,2025,Base,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,507,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2025/ioniq_5.json
Hyundai,IONIQ 5,2025,AWD,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,480,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2025/ioniq_5_awd.json
Hyundai,IONIQ 5,2025,N,suv,SUV,纯电,US|DE|GB|FR|PT|IT|JP,awd,448,78.0,350,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_5/2025/ioniq_5_n.json
Hyundai,IONIQ 6,2023,Standard Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,111,50.0,429,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2023/ioniq_6.json
Hyundai,IONIQ 6,2023,AWD,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,583,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2023/ioniq_6_awd.json
Hyundai,IONIQ 6,2023,Long Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,614,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2023/ioniq_6_long_range.json
Hyundai,IONIQ 6,2024,Standard Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,111,50.0,429,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2024/ioniq_6.json
Hyundai,IONIQ 6,2024,AWD,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,583,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2024/ioniq_6_awd.json
Hyundai,IONIQ 6,2024,Long Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,614,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2024/ioniq_6_long_range.json
Hyundai,IONIQ 6,2025,Standard Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,111,50.0,429,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2025/ioniq_6.json
Hyundai,IONIQ 6,2025,AWD,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,239,72.6,583,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2025/ioniq_6_awd.json
Hyundai,IONIQ 6,2025,Long Range,passenger_car,轿车,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,rwd,168,72.6,614,wltp,11.0,220,25,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_6/2025/ioniq_6_long_range.json
Hyundai,IONIQ 9,2025,Long Range AWD,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,awd,283,99.5,620,wltp,11.0,350,18,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/ioniq_9/2025/ioniq_9.json
Hyundai,Kona Electric,2023,Standard Range,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,fwd,100,36.0,305,wltp,7.2,100,32,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/kona_electric/2023/kona_electric.json
Hyundai,Kona Electric,2023,Long Range,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,fwd,150,58.0,484,wltp,7.2,100,32,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/kona_electric/2023/kona_electric_long_range.json
Hyundai,Kona Electric,2024,Standard Range,suv,SUV,纯电,US|BR|DE|GB|FR|PT|IT|CN|JP,fwd,100,36.0,305,wltp,7.2,100,32,https://www.hyundai.com,open-ev-data-dataset-main/src/hyundai/kona_electric/2024/kona_electric.json
